acmid,orcid
99659917764,0000-0002-9929-5130
99660782654,0000-0002-0130-3535
99659824459,0000-0002-8745-2063
99660778978,0000-0002-1960-3886
99660643060,0000-0002-7875-4131
99659477242,0000-0002-3045-5183
99660779615,0000-0001-7968-0835
99660783512,0000-0003-2816-7315
99660780690,0000-0001-9828-5726
99660780443,0000-0002-7476-8173
99660481557,0000-0003-1611-3440
99660783493,0000-0003-2633-2583
99660783416,0000-0002-3850-8542
99660780624,0000-0003-4139-8695
99660782488,0000-0001-9019-8265
99659134448,0000-0002-5381-3588
99660098386,0000-0002-0762-3505
99658671522,0000-0003-3587-3509
99660780196,0000-0002-1672-6952
99660779451,0000-0003-1891-5471
99659366816,0000-0002-8923-0085
99659758980,0000-0002-2018-0569
99659966437,0000-0001-5990-3296
99659715149,0000-0003-4608-2542
99660783056,0000-0003-1908-0162
99660782235,0000-0002-4914-6276
99660574390,0000-0002-1187-2731
99660781065,0000-0002-6790-8959
99660782183,0000-0002-7064-8369
99660783333,0000-0002-4018-9296
83059053057,0000-0001-9807-120X
99660778685,0000-0002-3192-2898
99660783447,0000-0003-0946-9262
99660778505,0000-0003-0766-4873
99660783301,0000-0001-9267-4229
99660600137,0000-0003-4559-5426
99660783649,0000-0003-3666-4020
84460121257,0000-0002-8621-2420
99660781068,0000-0002-6563-8852
99660783396,0000-0003-3357-2710
99659472607,0000-0002-2755-5511
81100157181,0000-0002-9128-2415
99660780650,0000-0001-5031-8154
99660778998,0000-0002-1444-0993
99658660112,0000-0001-8761-167X
99660780932,0000-0002-7326-1944
99660778899,0000-0002-8976-0887
99659309372,0000-0001-7192-7231
99659323465,0000-0002-6723-2864
99660237638,0000-0002-7373-9477
99658991091,0000-0001-7360-0769
99659469055,0000-0003-0926-4232
99658762112,0000-0001-8672-5819
99659848548,0000-0001-9070-5124
99659858927,0000-0003-1690-2941
99659861051,0000-0002-1106-8647
81100113389,0000-0003-4951-9367
99660779605,0000-0001-6772-4124
99659824167,0000-0001-6749-0161
81493649253,0000-0003-1105-8542
99659078429,0000-0003-2360-7799
99660782139,0000-0002-4224-1430
99660781714,0000-0002-3267-9324
99659702567,0000-0001-5876-7229
99660783506,0000-0003-3038-2196
99659338328,0000-0002-1086-529X
81442612444,0000-0002-5664-1558
99659486569,0000-0001-7054-2137
99660778252,0000-0001-9603-8537
99660778646,0000-0001-7853-6495
99660779601,0000-0003-4688-0130
99660783819,0000-0002-3959-2141
81496645361,0000-0002-5736-4679
81555093656,0000-0002-6650-5218
81333491595,0000-0002-9356-0976
99660783291,0000-0002-3732-4805
99659527360,0000-0002-9335-5462
99660569297,0000-0002-2646-2727
99660782848,0000-0001-7005-1485
99659687514,0000-0001-5026-474X
99659700580,0000-0001-7068-3634
99660778614,0000-0002-5805-9131
99659904646,0000-0002-0085-4941
99659863763,0000-0003-2915-1331
87059183757,0000-0002-3072-8962
99660779745,0000-0002-2951-8052
99659058482,0000-0001-5247-2067
81384607254,0000-0002-7640-0428
99660749425,0000-0003-1912-9640
99659526878,0000-0002-7338-5242
99659917430,0000-0002-1565-5494
99659794907,0000-0002-4469-4556
99660779685,0000-0003-3254-4056
99660783710,0000-0001-5879-792X
99660778842,0000-0001-6230-7890
99660783886,0000-0001-5153-4254
99660781358,0000-0002-4615-6444
81372592607,0000-0003-2875-6793
99659463751,0000-0002-5735-178X
99660737204,0000-0001-6119-9701
99660780577,0000-0001-8483-4042
99660783409,0000-0003-1623-8817
99659493765,0000-0003-4258-4502
99660780256,0000-0001-5473-055X
99659512855,0000-0002-7531-4421
81488667398,0000-0003-0325-1596
99660780336,0000-0003-0488-8898
99660778615,0000-0002-8422-5869
81555429056,0000-0002-1961-4585
99660782062,0000-0002-6195-2510
99660783714,0000-0002-7021-0375
99660780018,0000-0002-0422-2677
99660233683,0000-0003-2878-3986
99659892658,0000-0002-0940-0436
99660702247,0000-0001-5374-6330
99660779363,0000-0003-3400-925X
99660783128,0000-0002-7332-7384
99660782827,0000-0002-9892-7773
99660780213,0000-0002-2146-7537
99660783854,0000-0002-7118-3225
99659527213,0000-0002-5654-2453
99660575684,0000-0002-4595-7485
99660778775,0000-0002-1444-0926
99660782655,0000-0002-1173-3475
99660782494,0000-0002-8499-3091
99659513738,0000-0001-9887-8548
99660783985,0000-0001-6917-9473
99659559135,0000-0003-0015-1717
84460520457,0000-0001-9454-8381
99659200572,0000-0002-0913-1264
99660783479,0000-0003-4744-0874
81329489343,0000-0002-4249-6003
99660779347,0000-0003-3732-0991
99660657377,0000-0002-2025-0870
81100315053,0000-0003-0032-9554
99660780939,0000-0003-1104-4116
99659529235,0000-0003-4360-1423
99660782773,0000-0001-5852-5182
99660780057,0000-0001-8163-2023
99660780071,0000-0002-8584-1524
82758610157,0000-0001-6857-659X
81100534484,0000-0002-4059-4072
99660779179,0000-0003-2464-9026
99659945164,0000-0001-9369-7203
81100368012,0000-0002-7294-3097
99660783533,0000-0002-6005-409X
99659535986,0000-0002-2106-4527
99659548128,0000-0002-5309-056X
99658729427,0000-0002-3852-8850
99660779258,0000-0002-7901-272X
99660729886,0000-0002-9351-1496
99659453312,0000-0002-4208-7904
99660782100,0000-0002-7047-3917
99660784039,0000-0001-8609-7066
99660782874,0000-0002-8933-7296
99659046847,0000-0001-7455-0847
99660780689,0000-0002-3175-2921
99660319549,0000-0002-5118-1804
99660782550,0000-0002-6907-2972
99660781040,0000-0002-0979-9598
99660783835,0000-0002-9127-3893
99660782190,0000-0002-7999-0646
99659536920,0000-0001-8813-8327
99660781979,0000-0002-4117-7772
99660781794,0000-0002-0930-4233
99660779279,0000-0002-4814-5335
99660779249,0000-0001-9582-9468
99660617195,0000-0003-4601-8137
99660779622,0000-0002-0360-1085
99660778347,0000-0003-1024-1492
99660782933,0000-0002-9568-469X
99659079219,0000-0003-1330-2406
99660780097,0000-0002-3499-5048
99659697907,0000-0003-2458-7283
81460657080,0000-0002-4155-8815
99660778427,0000-0002-0139-0448
99660779161,0000-0001-6458-6002
99660782829,0000-0002-6817-482X
99660779681,0000-0003-2841-4208
99660780385,0000-0002-3343-4302
81488645880,0000-0001-5162-3812
99660780805,0000-0002-3805-7040
99659163181,0000-0002-2585-5617
81329489552,0000-0001-6510-604X
99660782631,0000-0003-4164-2803
99660778202,0000-0002-5940-2034
99660780555,0000-0002-0292-3074
99660779603,0000-0002-1992-6749
99659247584,0000-0003-3544-7462
99660782052,0000-0001-6950-6999
99660778177,0000-0002-5640-2012
99660641389,0000-0001-7570-6102
99660078379,0000-0003-0337-7535
99660778263,0000-0002-4888-7996
99660781437,0000-0002-5226-2163
99659160301,0000-0002-4611-9790
99659182756,0000-0002-1351-4700
99659899383,0000-0002-4025-6639
99659576866,0000-0003-1131-3101
99660779715,0000-0003-1175-1320
99660779808,0000-0002-0810-2533
99660778504,0000-0001-9453-9813
99660779945,0000-0001-8410-930X
99660778858,0000-0001-9346-6456
99660782861,0000-0002-5947-6842
99660778247,0000-0002-3190-3320
99660783473,0000-0003-3608-0973
99660778361,0000-0002-3673-0051
99660780163,0000-0002-9437-4366
99660781473,0000-0002-5268-3347
99660782987,0000-0002-8091-3760
99660782556,0000-0002-0391-5922
99660780596,0000-0002-8975-5885
99660631671,0000-0003-3346-2749
99660782051,0000-0001-8102-962X
99660782071,0000-0001-8121-3013
99660780733,0000-0002-5090-920X
99660778243,0000-0002-8209-9950
99659582359,0000-0002-1860-6110
99660237634,0000-0003-3952-5966
99660565874,0000-0002-5017-6966
99660783062,0000-0002-7702-054X
99659962489,0000-0002-0255-5822
99660781567,0000-0001-7565-7435
99660780885,0000-0001-8126-1306
99660778159,0000-0003-1694-4009
99660778860,0000-0001-8906-7559
99658761046,0000-0001-7806-9583
99660234042,0000-0001-5244-017X
99660237331,0000-0003-4053-7278
99660240338,0000-0002-5536-5707
99660780451,0000-0002-1503-8939
81551899956,0000-0002-6440-7286
81498651465,0000-0003-3447-0556
99660779878,0000-0002-4559-1866
99660758916,0000-0002-0138-8233
81319500678,0000-0003-1706-3406
99658955357,0000-0001-5764-8738
99660778945,0000-0002-4503-8059
99659729426,0000-0001-7558-3261
99660779009,0000-0002-3105-9174
99658615442,0000-0001-6713-6621
99660778710,0000-0003-4982-6447
81496649291,0000-0001-8498-6767
99659926519,0000-0001-5608-1282
99659527916,0000-0001-8083-7692
81100168208,0000-0001-8934-7761
99659729176,0000-0001-8646-5076
81100182346,0000-0002-2059-3558
81548039279,0000-0001-6435-3583
99660780688,0000-0002-3803-5781
99658985675,0000-0002-2211-4389
99659909132,0000-0003-3392-2813
81508705983,0000-0003-2180-4318
81100111550,0000-0001-9908-3640
99660566202,0000-0001-6640-2254
99659911308,0000-0001-8771-3465
99660778102,0000-0002-1433-3127
99660778645,0000-0002-8956-9361
99660778773,0000-0003-2112-0901
99660778729,0000-0003-4208-4786
99659894664,0000-0003-0863-3585
99660783789,0000-0002-2626-2792
99660778486,0000-0002-3694-2898
99660781600,0000-0001-6460-5656
99660780339,0000-0002-4177-0621
99660781281,0000-0003-2142-5094
99660783350,0000-0003-3822-9145
99660546971,0000-0002-3453-6554
99660783909,0000-0002-1786-3342
99660779476,0000-0002-7133-2585
99660783857,0000-0002-6236-8623
99660556271,0000-0002-3894-9858
99660579298,0000-0001-5029-9344
99660779226,0000-0003-0450-2983
99659916781,0000-0002-3610-1319
99660782277,0000-0002-9822-6774
99660780658,0000-0002-2514-7100
99660782378,0000-0003-0826-0758
99660780193,0000-0001-9039-3255
99660429621,0000-0002-3434-9353
99659916622,0000-0002-7249-0147
81474644982,0000-0002-8700-7795
99660781701,0000-0003-4084-8543
99659365889,0000-0002-0009-8672
99660779705,0000-0003-1285-6909
81330497400,0000-0001-7607-3415
99658689973,0000-0001-7160-4352
99660578610,0000-0001-7808-5583
99660782452,0000-0003-2730-4568
99660578418,0000-0001-6775-5705
99660578829,0000-0002-3913-5469
99660783460,0000-0001-7779-2403
99660779133,0000-0002-5535-2973
99660780839,0000-0003-3407-7674
99660633923,0000-0002-6152-3492
99659770775,0000-0001-8079-8363
99659495263,0000-0002-5903-5510
99660780634,0000-0002-9238-1693
99660783294,0000-0001-8946-5776
99660637468,0000-0002-1291-2918
99660741423,0000-0002-4383-0536
99659633152,0000-0002-2021-1206
99660779695,0000-0002-3122-7094
99660612816,0000-0002-6949-9079
99660783389,0000-0002-3674-922X
99659524348,0000-0001-9688-8056
99660780581,0000-0003-3579-8262
99660778627,0000-0003-0639-0196
99660495240,0000-0002-8005-0053
99660781262,0000-0002-5381-9656
99660782726,0000-0002-7692-9225
99660781433,0000-0002-8238-8656
99660779288,0000-0002-4910-1342
99660781632,0000-0002-4505-6820
99660783753,0000-0002-7932-5494
99660778272,0000-0003-3730-6807
81387608862,0000-0002-9469-3340
99659193002,0000-0001-6834-1256
81550167656,0000-0003-0737-0437
99660387678,0000-0001-7964-7808
81100380710,0000-0002-5660-8651
99660778260,0000-0001-9210-6387
99660778499,0000-0002-4770-5038
99660783145,0000-0001-7220-529X
99660778959,0000-0003-2589-834X
99660783270,0000-0002-9539-1846
99660780366,0000-0002-4618-4314
99660783870,0000-0003-0027-8953
99659897489,0000-0002-0769-0572
99660778882,0000-0002-2797-5102
99660778526,0000-0003-3023-2067
99660781264,0000-0002-7085-7013
99660780495,0000-0001-5329-4274
99660780047,0000-0001-7459-3716
87259116357,0000-0002-6854-5336
99659475209,0000-0002-9518-4185
99660783871,0000-0001-8212-4100
99660645086,0000-0002-6198-0896
99660566417,0000-0002-0606-8191
99660782711,0000-0003-4704-2403
99660642395,0000-0002-3824-2801
99659904692,0000-0002-2185-9450
99660778472,0000-0002-1870-6541
99660778300,0000-0002-4093-193X
99660783927,0000-0003-4959-6477
99660630037,0000-0003-0387-171X
99660784082,0000-0003-0389-6810
99660780014,0000-0002-1454-9753
99660781391,0000-0002-5151-9596
99659504347,0000-0003-0585-3072
99660782531,0000-0002-0559-2813
99659224687,0000-0002-0735-4536
99660781731,0000-0002-2342-5795
99660783821,0000-0002-5672-7941
99660236855,0000-0002-0609-8841
99659473773,0000-0003-4881-9982
81100347774,0000-0001-9954-120X
99659468005,0000-0003-3052-7172
99660781369,0000-0001-9668-8759
99660780798,0000-0002-5178-6918
99660779965,0000-0001-5324-6424
99660233266,0000-0001-5008-8117
99660357353,0000-0001-9982-5536
99659675010,0000-0003-1523-163X
99660778385,0000-0002-4223-0483
99660781818,0000-0003-1021-7636
99659884725,0000-0003-3641-8241
99660627490,0000-0003-4217-8256
99660781095,0000-0001-8362-9709
99660766723,0000-0003-1408-8851
99660782558,0000-0001-6813-007X
99659701645,0000-0001-5159-9744
99660781669,0000-0001-6216-958X
99660782398,0000-0002-1045-5493
99659729374,0000-0002-1620-1902
99659454070,0000-0003-2790-4897
99660779789,0000-0001-8460-2655
99660686823,0000-0002-1351-1606
99659542269,0000-0002-6081-3674
99659902286,0000-0002-1062-5835
99660481167,0000-0002-4948-8276
99660481342,0000-0001-7328-1147
99660481696,0000-0003-0985-0979
99660779531,0000-0003-4768-6495
99660615540,0000-0002-1540-9699
99660783158,0000-0002-3450-0543
99660779966,0000-0001-5799-5406
99660780974,0000-0002-8129-5773
99659442402,0000-0002-2264-3408
81421602640,0000-0001-6094-1361
99660239818,0000-0001-9473-6737
99659701879,0000-0001-9348-6983
99659026705,0000-0002-3676-2571
99660782084,0000-0001-8445-2335
99660238612,0000-0002-1675-9535
99660783946,0000-0002-5933-6620
99659365615,0000-0002-2367-6471
99660780388,0000-0003-3132-2099
99660779931,0000-0003-0531-7579
99660783259,0000-0003-3036-7041
99660778763,0000-0002-6233-7536
99660780233,0000-0003-3891-1670
99660779344,0000-0001-5290-8342
99660237081,0000-0001-7139-5159
99660239851,0000-0001-6575-1727
99660783490,0000-0003-3689-5910
81100582986,0000-0001-8904-7902
99660781410,0000-0003-2982-564X
99660609674,0000-0002-1401-1371
99659233923,0000-0002-3790-2126
99659696808,0000-0003-1779-7290
81100150042,0000-0001-9402-887X
81100564290,0000-0002-3321-6137
99659698032,0000-0001-5460-9397
99659893256,0000-0003-2730-1586
99660780283,0000-0002-4619-3456
99660783896,0000-0003-2610-6084
99660780291,0000-0002-1490-9413
99660781446,0000-0003-4165-7386
99660154562,0000-0003-2337-2619
99660778982,0000-0001-9390-8381
99660779484,0000-0003-2112-4451
99658698971,0000-0003-3260-0644
99659077780,0000-0003-1564-2666
99659900504,0000-0002-8392-3729
99659883645,0000-0001-5651-0729
99659585750,0000-0002-4206-231X
99660569947,0000-0003-1989-3411
99660569431,0000-0002-5251-7445
99660780768,0000-0002-9477-7958
99658975522,0000-0001-6359-1627
99659895060,0000-0003-4996-1147
99660781792,0000-0001-5263-5372
99659896305,0000-0001-8466-9278
99660781368,0000-0001-8120-1012
99659492535,0000-0002-6452-4386
99660782975,0000-0001-8563-4659
99660778190,0000-0002-0520-0218
99660778873,0000-0002-7029-488X
99660781436,0000-0001-6777-8843
99660521832,0000-0003-4154-7611
99659463443,0000-0001-9920-0587
99660779595,0000-0001-5500-2108
83458675557,0000-0001-7856-8729
99660689054,0000-0003-2712-8672
99660691709,0000-0001-8659-1304
99659588610,0000-0002-8640-9936
89758690057,0000-0002-9143-2460
99659959850,0000-0002-1503-7872
99659585710,0000-0002-9425-2633
99660532877,0000-0002-0074-3889
99660778478,0000-0003-4273-7118
99659891931,0000-0002-3492-6747
99659664879,0000-0001-6461-1984
99660780830,0000-0001-5210-0407
99660643224,0000-0002-0519-9616
99660778475,0000-0001-6639-7539
99660783507,0000-0003-3273-6699
99658657825,0000-0002-1680-085X
99660780029,0000-0002-1702-2236
99660782114,0000-0003-0448-5159
99660050628,0000-0002-4186-0408
99659278548,0000-0002-6346-6073
99660780139,0000-0001-7562-019X
99660778369,0000-0002-2369-248X
99660778435,0000-0002-1090-579X
81100146541,0000-0003-3500-0046
99660782888,0000-0002-6464-5209
99659458113,0000-0003-4554-5410
81319504902,0000-0002-9081-5996
81488668051,0000-0003-1600-0868
83058859557,0000-0002-7901-3765
83058721357,0000-0003-3607-8873
81331503732,0000-0002-1706-6319
99660781442,0000-0002-2622-1595
99659696744,0000-0003-4260-282X
99660782995,0000-0002-3429-660X
99660778706,0000-0002-3347-9471
99660594417,0000-0002-7730-7532
99660320244,0000-0002-2144-8440
99660783138,0000-0002-1276-0328
81435604849,0000-0002-3956-9793
99660783820,0000-0003-2648-6507
99659554815,0000-0003-3122-7315
99659680590,0000-0002-6808-0487
81100325093,0000-0002-9163-5989
99659884165,0000-0001-8532-7181
99659588770,0000-0002-3165-7131
99660783112,0000-0001-9019-5187
99660639212,0000-0002-2825-3443
99660783847,0000-0001-9144-3162
99660782719,0000-0002-5569-0200
81384592737,0000-0003-4465-7517
99660783616,0000-0003-1837-1662
99660781624,0000-0003-1306-2326
99660781931,0000-0002-8085-705X
99660689284,0000-0002-8372-544X
99660783692,0000-0003-2807-4936
99660779786,0000-0002-3228-6045
99659508812,0000-0002-8401-2580
99660782548,0000-0002-0874-5918
99659430938,0000-0003-4106-1881
99660780488,0000-0002-6720-5356
99660234266,0000-0001-7388-1695
99660780700,0000-0003-1144-6078
99660778737,0000-0003-1681-4394
99660782567,0000-0002-8367-905X
99659953931,0000-0001-9362-0468
99658984249,0000-0003-0002-9973
99659933465,0000-0002-8478-6332
99660782438,0000-0003-3523-9911
99660778196,0000-0002-9210-0804
99659114499,0000-0002-6938-1345
99660781793,0000-0001-5335-0918
99660783458,0000-0002-0245-3252
99660783266,0000-0002-9993-2718
99660779528,0000-0003-4100-8327
81414620801,0000-0002-4479-4901
81100453089,0000-0003-3979-1236
99660610003,0000-0001-7508-4948
99660781530,0000-0002-2344-6449
99660779939,0000-0003-4617-3962
99660783366,0000-0001-8825-0191
99659919765,0000-0003-4272-0068
99659048587,0000-0002-6090-2837
99659919349,0000-0001-6072-8923
99659919545,0000-0003-3089-8774
99659919916,0000-0003-0182-8910
99660782208,0000-0002-8337-2365
99659920127,0000-0002-1157-7310
99660533519,0000-0002-7785-8887
99659321513,0000-0003-3362-5800
99660783309,0000-0001-5888-3545
99660782649,0000-0002-3079-656X
99660782261,0000-0002-0909-386X
99660782223,0000-0003-0102-3581
99659243338,0000-0001-9635-3385
99660783365,0000-0001-7143-9262
99660629886,0000-0001-5301-0876
99659258079,0000-0002-1579-2843
99659572226,0000-0001-7007-3756
99659135237,0000-0003-2042-8875
99660779754,0000-0003-1978-9374
99660498631,0000-0002-1816-1393
99660778376,0000-0002-6007-0671
99660780458,0000-0003-3009-3554
99660083899,0000-0002-4879-0553
99660781419,0000-0001-8723-3066
99660778323,0000-0002-5978-196X
99659249328,0000-0003-1781-8530
99659528078,0000-0002-1535-1714
99660781824,0000-0003-2500-0245
99660781841,0000-0002-8273-175X
99659275338,0000-0002-8912-7627
99659898662,0000-0002-1100-3835
99659374564,0000-0002-8153-341X
99659148033,0000-0001-7860-8452
81474668179,0000-0001-5576-6108
99660228772,0000-0002-8152-4791
99659750379,0000-0001-6847-2029
99659578025,0000-0003-3375-5285
99660780719,0000-0002-9912-4198
99660566736,0000-0001-7111-2374
99659474122,0000-0001-6602-0176
99660779214,0000-0003-4045-0295
99660780811,0000-0003-1080-622X
99660781080,0000-0002-4059-1189
99660780559,0000-0003-3863-3199
99659432319,0000-0002-8015-8136
99659542081,0000-0002-9807-1135
99660780459,0000-0002-7803-2489
99660781879,0000-0003-2718-0016
99660007035,0000-0003-3374-3524
99660778391,0000-0002-1843-2309
99660779217,0000-0002-5629-2909
99660780316,0000-0003-2052-4517
99660668918,0000-0002-7336-1427
99660782847,0000-0003-2042-7995
99660781037,0000-0002-5449-5227
99660779455,0000-0003-1316-4170
99660778650,0000-0002-8757-3957
99660779850,0000-0003-0664-4731
99659700888,0000-0002-8182-1075
99660780499,0000-0002-4062-9554
99660779973,0000-0003-4720-3844
99660783624,0000-0002-5930-1751
99660778944,0000-0001-8436-9785
99660781133,0000-0001-7582-5208
99660781958,0000-0002-9257-097X
99660780696,0000-0002-0451-8988
99660783586,0000-0002-3713-1405
99660781425,0000-0002-6003-0557
99659907819,0000-0003-3728-218X
81474683736,0000-0002-3152-2587
99659189566,0000-0002-4700-9761
99660239083,0000-0001-5451-7046
99660781111,0000-0001-6013-5079
99660783787,0000-0002-7436-1701
99660782963,0000-0002-4751-6050
99659651013,0000-0003-2884-1920
81100465274,0000-0002-2466-2530
99660783124,0000-0001-7696-4875
99660778988,0000-0002-6264-7534
81100089470,0000-0001-6589-8630
99660074859,0000-0003-0239-7526
99659559184,0000-0002-1119-4715
81409593537,0000-0003-1338-9003
99659893186,0000-0002-9083-1128
99660779874,0000-0002-9735-1303
99660570891,0000-0002-5156-6245
99659365719,0000-0001-6519-318X
99660779875,0000-0001-7950-7346
99659773433,0000-0003-4003-518X
99660779008,0000-0001-6512-2525
99660781651,0000-0002-0229-0836
99660130158,0000-0003-1026-7852
99660779934,0000-0001-6524-7985
99659900877,0000-0001-6648-4456
99660778718,0000-0001-5488-206X
99660778451,0000-0003-0135-5754
99659892344,0000-0003-4374-9452
99659464536,0000-0003-4285-0073
81549161356,0000-0002-1891-2353
99660626593,0000-0002-2600-4769
99660780868,0000-0003-3347-0706
99660778480,0000-0002-4461-4181
99660779479,0000-0001-8326-1369
99659693789,0000-0002-0213-6425
87959279457,0000-0003-0603-2807
99659884326,0000-0003-3988-8847
99659355277,0000-0001-7560-5168
99660356353,0000-0003-0331-3646
99660783108,0000-0001-7703-6202
99660250739,0000-0002-0265-4492
99660281038,0000-0002-4595-0240
81100368368,0000-0002-7930-8985
99660783563,0000-0003-0974-3751
99659321635,0000-0003-0586-1398
99659319719,0000-0002-1427-1755
99659915122,0000-0002-2158-0353
99660780540,0000-0001-9343-4032
99658761360,0000-0001-9835-2650
81100220966,0000-0001-8940-6418
99660783664,0000-0001-5107-6556
99659544559,0000-0003-0966-5386
99660778492,0000-0003-2630-7951
99660780092,0000-0003-2537-4255
99658986923,0000-0003-2412-9776
99659209990,0000-0002-9467-8781
99660783177,0000-0002-0705-068X
99660782017,0000-0002-7876-7709
99659431000,0000-0003-3822-124X
99660781444,0000-0002-2608-4594
99660780211,0000-0002-5965-3087
99660782093,0000-0001-8547-6304
99660375236,0000-0003-0227-3697
81361595824,0000-0002-3705-1552
99660780364,0000-0001-7889-3062
99660781450,0000-0002-4095-4840
99660779582,0000-0001-9688-5576
99660784040,0000-0002-1234-7621
99660608505,0000-0003-4302-9949
99660778322,0000-0003-1823-7738
99660621044,0000-0002-2344-6828
81414603980,0000-0002-6390-8927
99660489702,0000-0002-6895-2441
99660778206,0000-0002-4705-4749
99659221259,0000-0003-3037-2684
81544328156,0000-0002-1904-6637
99659365439,0000-0001-9196-2026
99659886020,0000-0002-7056-6347
99660783245,0000-0002-5365-4919
81481647497,0000-0002-0752-1402
99660779141,0000-0001-9223-9593
99658733425,0000-0002-4999-0303
99659564620,0000-0003-4927-5833
99660781635,0000-0002-0856-0921
99660780380,0000-0003-0205-3432
99658733015,0000-0002-2659-0657
81486655108,0000-0002-2148-6367
99660782658,0000-0003-0516-0233
99660779127,0000-0003-1286-5194
99660489667,0000-0001-7042-5766
99660778626,0000-0002-8664-3191
99660783332,0000-0002-7334-4950
99660782992,0000-0001-8681-2381
99659320661,0000-0003-0878-501X
99659897024,0000-0001-8803-2100
99659267667,0000-0002-5275-6585
99660641847,0000-0003-1454-0641
99659477404,0000-0002-2323-274X
99659661793,0000-0002-0749-001X
81100232264,0000-0001-9461-5804
99659662518,0000-0002-2255-4966
99660783836,0000-0001-7243-2337
99659481931,0000-0001-8736-1690
99660628118,0000-0003-0388-2072
99660778815,0000-0001-6660-5094
99660780344,0000-0002-2189-1354
99659064896,0000-0003-1303-4456
99660729767,0000-0001-5335-3625
99660780376,0000-0003-2946-6245
99659145248,0000-0003-1232-1269
81309506515,0000-0002-4065-3415
99659863941,0000-0002-0027-5157
99660780195,0000-0003-0291-3332
99660707761,0000-0002-5171-5239
99660782679,0000-0003-3523-1055
99660783398,0000-0003-0022-6512
82658941757,0000-0002-9466-9148
99660778462,0000-0001-7315-1721
99660049981,0000-0003-1582-8575
99659896719,0000-0002-4434-2235
99660778727,0000-0003-3085-4667
99660779890,0000-0002-4343-1578
99660779819,0000-0003-1798-423X
99660782382,0000-0002-1188-5612
99660781508,0000-0003-0335-8326
99660779275,0000-0002-2734-2049
99660783852,0000-0002-2628-4641
99659210941,0000-0002-1553-0608
99658692258,0000-0003-0447-1953
99660778460,0000-0003-0660-1678
99660778373,0000-0003-2202-1083
99659731299,0000-0002-0691-2129
81464667650,0000-0002-6805-0798
99660780040,0000-0002-8130-9055
99660780435,0000-0002-0907-7317
81100456230,0000-0002-4214-7495
81100038608,0000-0001-9180-9822
99660781702,0000-0002-6344-7526
99660783239,0000-0002-5085-9513
99659211189,0000-0002-1213-0342
99660723012,0000-0002-3842-0081
99660780494,0000-0002-7649-3417
99660780944,0000-0002-6737-7377
81100432088,0000-0002-8863-941X
99660783411,0000-0002-4729-2261
99660369647,0000-0003-4634-3933
99660366558,0000-0002-5616-9775
99660240735,0000-0002-4100-1507
99660782153,0000-0003-1409-7598
99659918459,0000-0002-4742-6872
99660533152,0000-0002-8147-8238
99660696727,0000-0001-9672-8140
99659513599,0000-0003-1889-376X
99660704224,0000-0001-6418-2593
99660780923,0000-0001-7394-5409
99660779259,0000-0002-3212-5364
99660778799,0000-0002-4388-3451
99660783439,0000-0002-8438-9732
99660782347,0000-0001-9145-5876
99660780869,0000-0003-0796-4227
99659366005,0000-0003-1728-4102
81314488890,0000-0003-0327-8297
99660783637,0000-0002-7376-7726
99660781349,0000-0002-7711-1409
99659901147,0000-0003-0795-511X
99660780083,0000-0003-3961-052X
99660480983,0000-0002-4589-2095
99660780059,0000-0002-3862-0614
99660781135,0000-0001-8473-0999
99660782252,0000-0002-1394-4348
99660782493,0000-0001-6957-0480
99660782588,0000-0001-7441-6576
99660593444,0000-0002-5863-4925
99660778622,0000-0002-0893-8920
99659492812,0000-0003-2211-6429
99659589198,0000-0003-3584-6754
99660780048,0000-0002-1020-2824
81557052556,0000-0001-5890-6487
81100592157,0000-0002-8660-8652
99660782131,0000-0003-3685-4684
99660779144,0000-0002-0385-8497
99660780635,0000-0001-5414-5174
99660779835,0000-0002-8434-7786
99659211275,0000-0001-5690-1850
99660779844,0000-0003-2154-6945
99659687804,0000-0001-6518-6481
99660782539,0000-0001-6950-7975
99660780225,0000-0002-2289-0927
81100388914,0000-0003-1202-5371
99659548034,0000-0002-1490-1518
99659367156,0000-0001-5541-2481
99659587765,0000-0001-5560-7123
99660781453,0000-0001-7419-1864
81414620496,0000-0001-8765-870X
99659901598,0000-0002-2690-5735
99660780226,0000-0003-4209-0991
99659366140,0000-0002-5669-7623
99659894379,0000-0003-2808-5619
99660238386,0000-0002-3782-480X
99659551377,0000-0001-7933-4721
81435611706,0000-0003-1666-2474
81375606463,0000-0001-6062-5174
81338489903,0000-0003-0552-8624
99660778459,0000-0002-5314-4361
99660783623,0000-0002-2925-7526
99660783891,0000-0002-6840-9043
99660628685,0000-0001-8230-1920
99660780325,0000-0002-9558-0612
99660781925,0000-0002-6645-1707
99660532856,0000-0002-8316-8954
99659701616,0000-0002-2233-7283
99659701933,0000-0002-7325-5472
99659259549,0000-0003-3299-2780
99659260482,0000-0002-0513-7474
99660783481,0000-0002-6865-8648
99659350609,0000-0002-5606-2433
99659680507,0000-0001-9063-5699
99660779753,0000-0002-8325-1539
99660783105,0000-0002-6918-3445
99660782914,0000-0001-7278-9344
99659475489,0000-0001-9587-455X
99659676183,0000-0002-1791-8569
99660779313,0000-0002-3210-1696
99660779781,0000-0002-0593-0667
99660779576,0000-0002-0983-5202
99660783397,0000-0003-2674-7658
99660130269,0000-0002-9685-4873
99659730063,0000-0001-5053-4674
81338491666,0000-0002-5007-5161
